GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
1553        19   41594356   41602100     33       9   79038       2.3266    0.0099926
1572        19   41620312   41634286     70      10   86272       1.5132      0.06511
29785       19   41699115   41713444     47      13   83190        1.709     0.043724
558         19   41725104   41767672    141      25   86185    -0.037295      0.51487
11100       19   41768391   41813811     90      13   86812    -0.076146      0.53035
90324       19   41816094   41830788     33       5   89309     -0.04567      0.51821
7040        19   41836812   41859831     52      15   86986      -1.4877      0.93158
641649      19   41856873   41889988     87      13   93840       0.2242       0.4113
80776       19   41860322   41870078     28       7   94887     -0.94743      0.82829
56915       19   41892275   41903289     26       4   84336       1.3908     0.082147
593         19   41903694   41930910     94       7   85776       1.3717     0.085071
374907      19   41931264   41934635      9       3   81569        1.288     0.098874
55101       19   41937223   41945843     27       6   82925       1.5282      0.06323
100170765   19   41949063   41950670      7       4   81730     -0.61569      0.73095
90273       19   42055886   42093255    119      17   83753     -0.55153      0.70936
1089        19   42125344   42133442     46      10   90724     -0.12708      0.55056
1087        19   42177235   42192196     49       6   95910       1.1114      0.13321
1048        19   42212530   42234437     62      13   90787     -0.20821      0.58247
4680        19   42259398   42276113     55      13   78873       0.1024      0.45922
1084        19   42300522   42315591     53       5   92720       1.1463      0.12584
147719      19   42339356   42348774     21       3   80614      0.72253      0.23498
63946       19   42348806   42356398     14       6   77854      0.73185      0.23213
6223        19   42363988   42375484     28       3   93751     -0.23779      0.59398
973         19   42381190   42385439      9       6   58365      0.97108      0.16576
9138        19   42387240   42411604     47       6   36639    -0.065759      0.52622
390937      19   42412093   42432229     49      10   67341      0.33489      0.36885
10567       19   42460833   42463530      6       3   81703     -0.93487      0.82507
478         19   42470628   42498428     42      24   56102     -0.57304      0.71669
2901        19   42502468   42574278     79      25   66030     -0.57168      0.71623
64763       19   42579057   42585719      2       1   37618      0.39705      0.34567
5452        19   42590262   42636625     46      22   65031      0.27436       0.3919
162989      19   42702745   42724304     25       4   81665      0.40625      0.34228
116115      19   42724492   42732353      6       3   71090      -1.3101      0.90492
2931        19   42734338   42746736     19       6   69259     -0.86198      0.80565
2077        19   42751717   42759309     14       4   78280    -0.091398      0.53641
23152       19   42788734   42799949      9       5   62100     -0.80521      0.78965
5050        19   42801185   42806952      7       3   68371      -0.9646      0.83263
284338      19   42806284   42814973     11       3   72174     -0.35017      0.63689
284339      19   42817477   42829214     16       6   69990     -0.49477      0.68962
1954        19   42829730   42882921     82      10   76836      -1.2584      0.89588
84518       19   42891171   42894444      8       1   86920      0.31741      0.37547
3991        19   42905664   42931578     31      16   48829    -0.040764      0.51626
284340      19   42932695   42947136     24       5   70166      0.83878       0.2008
634         19   43011458   43032661     38       7   46177      0.65807      0.25525
1088        19   43084393   43099082     22      13   58151      0.28648      0.38726
5671        19   43225794   43244668     83      14   65197      0.93959      0.17371
440533      19   43256839   43269831     73       8   65737       1.1483      0.12543
5669        19   43370613   43383921     86       9   52026      0.61336      0.26982
5675        19   43406234   43422076     67       9   55860      0.79742       0.2126
5676        19   43428284   43441330     79       6   68189     -0.15761      0.56262
5680        19   43511809   43530658     94       6   48329      0.69134      0.24468
5670        19   43568362   43586893    140      16   70658      0.64153      0.26059
5673        19   43671895   43690688    132      16   67441      0.63995       0.2611
5672        19   43696854   43709926    108      12   49317       1.1008       0.1355
5678        19   43757434   43773709    123      17   62089      0.61846      0.26814
57126       19   43857825   43867480     49      17   68598     -0.76597      0.77815
83639       19   43892763   43922767    108      14   90039       -1.335      0.90906
27076       19   43964946   43969831     21       8   72804       2.3609    0.0091145
653583      19   43979255   44009073    118      25   79342        2.412    0.0079337
23474       19   44010871   44031408     82      14   86250       2.4608     0.006931
284346      19   44037244   44040290      7       3   81919      0.99478      0.15992
7515        19   44047464   44079730    140      27   88770       1.5161     0.064752
390940      19   44080952   44086256     25       8   86831       1.0327      0.15088
126298      19   44088519   44100287     29      14   82090      0.68357      0.24712
79177       19   44100544   44104587      8       5   59255      0.35746      0.36038
